Tytuł;Data Zaindeksowania;Link;Cena zł
Kołowrotek OKUMA Fuel Spin 40 FD 1bb 9096281473 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-okuma-fuel-spin-40-fd-1bb-9096281473;09/23/2020 16:31:41;111,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;64266;Marka;inna;Nawój;65 cm;Rozmiar;4000;Moc hamulca;8 kg;Liczba łożysk kulkowych;1;Waga;259 g;Model;FSP-4000, Fuel Spin 40 FD;Waga (z opakowaniem);1 kg
Kołowrotek Jaxon Magnet Carp FRXL 300 8917878144 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-jaxon-magnet-carp-frxl-300-8917878144;09/23/2020 16:32:26;109,0;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;KJ-MCA300XL;Marka;Jaxon;Model;Jaxon
6 sztuk Golf Pick Pick Tool dla Retriever Putter P 9545145918 - Allegro.pl;https://allegro.pl/oferta/6-sztuk-golf-pick-pick-tool-dla-retriever-putter-p-9545145918;09/23/2020 16:32:28;21,49;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;4698434;Marka;inna;Model;inna;Waga (z opakowaniem);0.093 kg
Daiwa Kołowrotek Crossfire LT 3000C - EDYCJA 2020 8766137779 - Allegro.pl;https://allegro.pl/oferta/daiwa-kolowrotek-crossfire-lt-3000c-edycja-2020-8766137779;09/23/2020 16:33:14;149,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;DAIW1;Marka;Daiwa;Przełożenie;5.3:1;Nawój;80 cm;Rozmiar;3000;Moc hamulca;10 kg;Liczba łożysk kulkowych;1;Liczba łożysk oporowych;1;Waga;260 g;Model;Crossfire LT;Pojemność szpuli;0.23mm/150m;Cechy dodatkowe;brak
KOŁOWROTEK MIKADO - Matrel 3000 RD 9504392676 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mikado-matrel-3000-rd-9504392676;09/23/2020 16:33:13;36,36;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KD82-303RD;Marka;Mikado;Model;MATREL
Nakrętka uchwytu kołowrotka - Złota lewa ręka 8659582780 - Allegro.pl;https://allegro.pl/oferta/nakretka-uchwytu-kolowrotka-zlota-lewa-reka-8659582780;09/23/2020 16:33:13;16,37;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Model;desired;Waga (z opakowaniem);0.012 kg
KOŁOWROTEK MIKADO DRONE 2006 RD 9436921224 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mikado-drone-2006-rd-9436921224;09/23/2020 16:33:14;115,99;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KDA063-2006RD;Marka;Mikado;Rozmiar;2000;Liczba łożysk kulkowych;5;Waga;326 g;Model;DRONE
Śruby z uchwytem wędkarskim - Czarny Prawo Prawo 8783436098 - Allegro.pl;https://allegro.pl/oferta/sruby-z-uchwytem-wedkarskim-czarny-prawo-prawo-8783436098;09/23/2020 16:33:13;16,28;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Model;desired;Waga (z opakowaniem);0.007 kg
KOŁOWROTEK DAM QUICK 1 4000 FD 3+1BB 9571067176 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-dam-quick-1-4000-fd-3-1bb-9571067176;09/23/2020 16:33:14;113,88;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;56986;Marka;DAM;Model;QUICK 1 4000
KOŁOWROTEK KONGER ENDURA 640FSS LONG CAST CARP 7293023411 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-konger-endura-640fss-long-cast-carp-7293023411;09/23/2020 16:33:14;119,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT
Pokrętło uchwytu kołowrotka 8658786085 - Allegro.pl;https://allegro.pl/oferta/pokretlo-uchwytu-kolowrotka-8658786085;09/23/2020 16:33:13;23,32;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Model;desired;Waga (z opakowaniem);0.022 kg
Pokrętło uchwytu kołowrotka - Ciemne srebro 9679596093 - Allegro.pl;https://allegro.pl/oferta/pokretlo-uchwytu-kolowrotka-ciemne-srebro-9679596093;09/23/2020 16:33:13;40,87;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Blesiya;Marka;inna;Waga;45 g;Model;Pokrętło uchwytu Kołowrotek;Waga (z opakowaniem);0.054 kg
Pokrowiec na kołowrotek - Niebieski 9640205169 - Allegro.pl;https://allegro.pl/oferta/pokrowiec-na-kolowrotek-niebieski-9640205169;09/23/2020 16:33:13;21,91;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Homyl;Marka;inna;Waga;40 g;Model;pokrowiec na kołowrotek Baitcaster;Waga (z opakowaniem);0.046 kg
Kołowrotek Cormoran CorCraft BR 5PiF 2000 8992590296 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-cormoran-corcraft-br-5pif-2000-8992590296;09/23/2020 16:33:14;129,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;19-51200;Marka;Cormoran;Przełożenie;5.1:1;Rozmiar;2000;Waga;280 g;Model;CorCraft BR 5PiF
KOŁOWROTEK MISTRALL NAXOS 30 SPIN 6 ŁOŻYSK NOWOŚĆ 6781227768 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mistrall-naxos-30-spin-6-lozysk-nowosc-6781227768;09/23/2020 16:33:14;99,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT
Kołowrotek OKUMA JAW-40 FD SUPER CENA!!! 9283609968 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-okuma-jaw-40-fd-super-cena-9283609968;09/23/2020 16:33:14;128,9;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;60735;Marka;inna;Rozmiar;4000;Liczba łożysk kulkowych;3;Liczba łożysk oporowych;1;Waga;260 g;Model;JAW;Pojemność szpuli;0,25/ 260
KOŁOWROTEK ROBINSON GENESIS FD 258 - SPINN/FEEDER 8795120991 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-robinson-genesis-fd-258-spinn-feeder-8795120991;09/23/2020 16:33:14;125,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT
KOŁOWROTEK OKUMA CS401 9502059740 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-okuma-cs401-9502059740;09/23/2020 16:33:13;24,99;Stan;Używany;Faktura;Wystawiam fakturę VAT-marża;Kod producenta;CS401;Marka;Okuma;Model;CS401
Kołowrotek Dragon Millenium HD RD 635i 8525293203 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-dragon-millenium-hd-rd-635i-8525293203;09/23/2020 16:33:14;139,19;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;00000;Marka;Dragon;Model;00000
1 sztuka woreczka z bębnem 9246133242 - Allegro.pl;https://allegro.pl/oferta/1-sztuka-woreczka-z-bebnem-9246133242;09/23/2020 16:33:13;19,57;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;Lutongtrade;Marka;inna;Rodzaj;okrągłoprofilowe;Wersja;na lewą rękę;Przełożenie;7.6:1;Model;futerał ochronny na kołowrotek;Cechy dodatkowe;brak;Waga (z opakowaniem);0.036 kg
KOŁOWROTEK CORMORAN GS GRAPHITE 2000 9272257548 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-cormoran-gs-graphite-2000-9272257548;09/23/2020 16:33:13;40,0;Stan;Używany;Faktura;Wystawiam fakturę VAT-marża;Kod producenta;brak;Marka;Cormoran;Model;gs
Kołowrotek Konger Team Carp Bait Runner 530FD/FSS 7570706337 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-konger-team-carp-bait-runner-530fd-fss-7570706337;09/23/2020 16:33:14;98,0;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;005018530;Marka;Konger;Model;Team Carp Bait Runner
KOŁOWROTEK MITCHELL AUTO 30 8816385992 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mitchell-auto-30-8816385992;09/23/2020 16:33:13;24,0;Stan;Używany;Faktura;Wystawiam fakturę VAT-marża;Kod producenta;1111;Marka;inna;Model;auto 30
Kołowrotek Mikado Sasori 4005 RD 4 + 1bb + szpula 9369096037 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mikado-sasori-4005-rd-4-1bb-szpula-9369096037;09/23/2020 16:33:14;64,99;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;KDA103-4005RD;Marka;Mikado;Przełożenie;4.7:1;Rozmiar;4000;Liczba łożysk kulkowych;4;Liczba łożysk oporowych;1;Waga;380 g;Model;Sasori 4005 RD;Pojemność szpuli;0,34/220;Cechy dodatkowe;szpula zapasowa
KOŁOWROTEK MIKADO 3005FD 9575919468 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-mikado-3005fd-9575919468;09/23/2020 16:33:13;35,0;Stan;Używany;Faktura;Wystawiam fakturę VAT-marża;Kod producenta;1111;Marka;Mikado;Model;3005FD
Ramię wahacza kołowrotka 8658321102 - Allegro.pl;https://allegro.pl/oferta/ramie-wahacza-kolowrotka-8658321102;09/23/2020 16:33:13;47,88;Stan;Nowy;Faktura;Nie wystawiam faktury;Kod producenta;desired;Marka;inna;Przełożenie;7.6:1;Hamulec;tylny;Model;desired;Waga (z opakowaniem);0.046 kg
KOŁOWROTEK DAM QUICK 1 3000 FS 56972 9630039705 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-dam-quick-1-3000-fs-56972-9630039705;09/23/2020 16:33:14;122,69;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;56972;Marka;DAM;Przełożenie;5.2:1;Nawój;78 cm;Rozmiar;3000;Liczba łożysk kulkowych;3;Waga;302 g;Model;Kołowrotek Quick 1
KOŁOWROTEK JAXON PASSION FREE RUN XT 400 KARPIOWY 8882086726 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-jaxon-passion-free-run-xt-400-karpiowy-8882086726;09/23/2020 16:33:14;77,88;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Marka;Jaxon;Przełożenie;5.1:1;Model;PASSION FREE RUN XT
100 M 4 sploty PE Pleciona żyłka Super Mocna splot 8415746404 - Allegro.pl;https://allegro.pl/oferta/100-m-4-sploty-pe-pleciona-zylka-super-mocna-splot-8415746404;09/23/2020 16:33:13;10,54;Stan;Nowy;Faktura;Wystawiam fakturę bez VAT
Kołowrotek Jaxon Atlantic AT KJ-ATL500 6853215750 - Allegro.pl;https://allegro.pl/oferta/kolowrotek-jaxon-atlantic-at-kj-atl500-6853215750;09/23/2020 16:33:14;88,5;Stan;Nowy;Faktura;Wystawiam fakturę VAT;Kod producenta;KJ-ATL500;Marka;Jaxon;Model;Atlantic AT;Waga (z opakowaniem);2 kg
